id seccion,nombre seccion,id circuito,nombre circuito,escuela original,mesas,desde,hasta,electores,escuela,direccion,ciudad,provincia,pais,para geo,,,,,
13,RIO CUARTO,188,RIO CUARTO,ESC MANUEL BELGRANO - SOBREMONTE 1333,14,6206,6219,4858,ESC MANUEL BELGRANO,SOBREMONTE 1333,RIO CUARTO,Córdoba,Argentina,"SOBREMONTE 1333, RIO CUARTO, Córdoba, Argentina","-33,1299724","-64,3503293","Sobremonte 1333, X5800ABA Río Cuarto, Córdoba, Argentina",Match,Google
1,CAPITAL,6C,GRAL PAZ,ESC NORMAL GARZON AGULLA - VIAMONTE 150,14,593,606,4844,ESC NORMAL GARZON AGULLA,VIAMONTE 150,Córdoba,Córdoba,Argentina,"VIAMONTE 150, Córdoba, Córdoba, Argentina","-32,4061235","-63,2320338","Viamonte 150, Villa María, Córdoba, Argentina",Match,Google
6,GRAL SAN MARTIN,89,VILLA MARIA,I.P.E.T. N° 2 - J.MULLER 651,14,4552,4565,4844,I.P.E.T. N° 2,J.MULLER 651,VILLA MARIA,Córdoba,Argentina,"J.MULLER 651, VILLA MARIA, Córdoba, Argentina","-32,411182","-63,2585382","Muller 651, Villa María, Córdoba, Argentina",Partial Match,Google
16,RIO SEGUNDO,240,PILAR,ESC ZENON LOPEZ - PILAR,14,6632,6645,4844,ESC ZENON LOPEZ,PILAR,PILAR,Córdoba,Argentina,"PILAR, PILAR, Córdoba, Argentina","-34,439356","-58,9208341","Córdoba, B1630 Pilar Centro, Buenos Aires, Argentina",Match,Google
1,CAPITAL,13G,PARQUE LICEO,ESC   RICARDO ROJAS - STORNI Y MONTALVO,14,2644,2657,4837,ESC   RICARDO ROJAS,STORNI Y MONTALVO,Córdoba,Córdoba,Argentina,"STORNI Y MONTALVO, Córdoba, Córdoba, Argentina","-31,3544883","-64,1640298","Alfonsina Storni & Juan Montalvo, Córdoba, Argentina",Partial Match,Google
3,COLON,41A,SALDAN,ESC.DE COMERCIO J.M.PAZ - VELEZ SARSFIELD 647,14,4051,4064,4836,ESC.DE COMERCIO J.M.PAZ,VELEZ SARSFIELD 647,SALDAN,Córdoba,Argentina,"VELEZ SARSFIELD 647, SALDAN, Córdoba, Argentina",,,,No Match,Google
23,TERCERO ARRIBA,348,RIO TERCERO,COLEGIO JESUS MARIA Y JOSE - SAN AGUSTIN 318,14,8191,8204,4833,COLEGIO JESUS MARIA Y JOSE,SAN AGUSTIN 318,RIO TERCERO,Córdoba,Argentina,"SAN AGUSTIN 318, RIO TERCERO, Córdoba, Argentina","-32,1678793","-64,1097296","San Agustín 318, Río Tercero, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,4,NUEVA CORDOBA,IPET N°66 DR JOSE A BALSEIRO - HIPOLITO YRIGOYEN 258,14,146,159,4830,IPET N°66 DR JOSE A BALSEIRO,HIPOLITO YRIGOYEN 258,Córdoba,Córdoba,Argentina,"HIPOLITO YRIGOYEN 258, Córdoba, Córdoba, Argentina","-31,4233831","-64,1874695","Av. Hipólito Yrigoyen 258, X5000JHP Córdoba, Argentina",Match,Google
1,CAPITAL,7B,ALTA CORDOBA,INST CORAZON DE MARIA - A DEL VISO 445,14,721,734,4830,INST CORAZON DE MARIA,A DEL VISO 445,Córdoba,Córdoba,Argentina,"A DEL VISO 445, Córdoba, Córdoba, Argentina","-31,3946469","-64,1815479","Antonio del Viso 445, X5001AHI Córdoba, Argentina",Partial Match,Google
1,CAPITAL,12D,JOSE IGNACIO DIAZ,ESC PEDRO GOYENA - PJE GUASTONI 3472,14,2275,2288,4830,ESC PEDRO GOYENA,PJE GUASTONI 3472,Córdoba,Córdoba,Argentina,"PJE GUASTONI 3472, Córdoba, Córdoba, Argentina","-31,4392494","-64,1407909","Cabo Enrique Guastoni 3472, X5014CMB Córdoba, Argentina",Partial Match,Google
13,RIO CUARTO,165,BANDA NORTE,IPEM N°95 M SANCHEZ DE THOMPSO - MANCO CAPAC 50,14,5830,5843,4830,IPEM N°95 M SANCHEZ DE THOMPSO,MANCO CAPAC 50,BANDA NORTE,Córdoba,Argentina,"MANCO CAPAC 50, BANDA NORTE, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,279,ARROYITO,ESCUELA N°198(ESC GIMENEZ LAGO - ARROYITO,14,7194,7207,4830,ESCUELA N°198(ESC GIMENEZ LAGO,ARROYITO,ARROYITO,Córdoba,Argentina,"ARROYITO, ARROYITO, Córdoba, Argentina","-31,4192155","-63,0508598","Arroyito, Cordoba, Argentina",Match,Google
21,SANTA MARIA,316,ALTA GRACIA,I.P.E.M. N° 298 - RAFAEL LOZADA 53,14,7753,7766,4827,I.P.E.M. N° 298,RAFAEL LOZADA 53,ALTA GRACIA,Córdoba,Argentina,"RAFAEL LOZADA 53, ALTA GRACIA, Córdoba, Argentina","-31,6582193","-64,4329783","Rafael Lozada 53, Alta Gracia, Córdoba, Argentina",Match,Google
26,UNION,375,BELL VILLE,ESC.SUPERIOR DE COMERCIO - F.MOLINA 69,14,8419,8432,4816,ESC.SUPERIOR DE COMERCIO,F.MOLINA 69,BELL VILLE,Córdoba,Argentina,"F.MOLINA 69, BELL VILLE, Córdoba, Argentina","-32,6275443","-62,692996","Av. Faustino Molina 69, X2550GBA Bell Ville, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,10,BELLA VISTA,ESC ROQUE SAENZ PEÑA - AV VELEZ SARSFIELD 1000,14,1197,1210,4814,ESC ROQUE SAENZ PEÑA,AV VELEZ SARSFIELD 1000,Córdoba,Córdoba,Argentina,"AV VELEZ SARSFIELD 1000, Córdoba, Córdoba, Argentina","-31,4266704","-64,1915779","Av. Vélez Sarsfield 1000, Córdoba, Argentina",Match,Google
1,CAPITAL,9C,LOS PARAISOS,ESC PCIA DE MISIONES - FIRPO 2254,14,1079,1092,4810,ESC PCIA DE MISIONES,FIRPO 2254,Córdoba,Córdoba,Argentina,"FIRPO 2254, Córdoba, Córdoba, Argentina","-31,3746592","-64,2039111","Luis Ángel Firpo 2254, X5008EFH Córdoba, Argentina",Partial Match,Google
19,SAN JAVIER,268,DOLORES,ESC GENERAL SAN MARTIN - EDISON 130,14,7034,7047,4802,ESC GENERAL SAN MARTIN,EDISON 130,DOLORES,Córdoba,Argentina,"EDISON 130, DOLORES, Córdoba, Argentina","-31,9470416","-65,1854773","Thomas Edison 130, Villa Dolores, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,5G,SAN VICENTE,ESC DGO F SARMIENTO - LOPEZ Y PLANES 2253,14,507,520,4788,ESC DGO F SARMIENTO,LOPEZ Y PLANES 2253,Córdoba,Córdoba,Argentina,"LOPEZ Y PLANES 2253, Córdoba, Córdoba, Argentina","-31,4206285","-64,1545907","López y Planes 2253, X5006ENC Córdoba, Argentina",Match,Google
1,CAPITAL,7A,GUIÑAZU,ESC   UNESCO - JUAN B JUSTO/AV N SRA D LOS MILAGROS,14,677,690,4747,ESC   UNESCO,JUAN B JUSTO/AV N SRA D LOS MILAGROS,Córdoba,Córdoba,Argentina,"JUAN B JUSTO/AV N SRA D LOS MILAGROS, Córdoba, Córdoba, Argentina","-31,3413674","-64,1790713","Milagros de la Vega, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,11C,LAS PALMAS,ESC MANUEL E PIZARRO - DUARTE QUIROS 4725,14,1791,1804,4746,ESC MANUEL E PIZARRO,DUARTE QUIROS 4725,Córdoba,Córdoba,Argentina,"DUARTE QUIROS 4725, Córdoba, Córdoba, Argentina","-31,3998982","-64,2427439","Av. Duarte Quirós 4725, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,10H,PARQUE CAPITAL,ESC R ESCALADA DE SAN MARTIN - ESPORA 2283,14,1479,1492,4732,ESC R ESCALADA DE SAN MARTIN,ESPORA 2283,Córdoba,Córdoba,Argentina,"ESPORA 2283, Córdoba, Córdoba, Argentina","-31,4366922","-64,2265474","Espora 2283, X5011AZG Córdoba, Argentina",Match,Google
1,CAPITAL,11,AERONAUTICO,ESC ISABEL LA CATOLICA - SUBOF OTANO S/N°,14,1673,1686,4728,ESC ISABEL LA CATOLICA,SUBOF OTANO S/N°,Córdoba,Córdoba,Argentina,"SUBOF OTANO S/N°, Córdoba, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,5F,RENACIMIENTO,ESC M COOPERATIVISMO ARGENTINO - M BRAVO Y PJE.MATHEU,14,483,496,4715,ESC M COOPERATIVISMO ARGENTINO,M BRAVO Y PJE.MATHEU,Córdoba,Córdoba,Argentina,"M BRAVO Y PJE.MATHEU, Córdoba, Córdoba, Argentina","-31,4189961","-64,1219652","Domingo Matheu & Mario Bravo, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,12C,CORONEL OLMEDO,ESC CORONEL OLMEDO - ALTOLAGUIRRE 4060,14,2251,2264,4632,ESC CORONEL OLMEDO,ALTOLAGUIRRE 4060,Córdoba,Córdoba,Argentina,"ALTOLAGUIRRE 4060, Córdoba, Córdoba, Argentina",,,,"FAILED SCRIPT: We're sorry, a server error occurred. Please wait a bit and try again.",Google
1,CAPITAL,10F,MATIENZO,COL NUESTRA SEÑORA DE FATIMA - VARELA ORTIZ 2600,13,1381,1393,4511,COL NUESTRA SEÑORA DE FATIMA,VARELA ORTIZ 2600,Córdoba,Córdoba,Argentina,"VARELA ORTIZ 2600, Córdoba, Córdoba, Argentina","-31,438944","-64,237669","Av. Rufino Varela Ortiz 2600, 5003 Córdoba, Argentina",Partial Match,Google
3,COLON,41,VILLA ALLENDE,ESC.PROV. J.DE SAN MARTIN - GOYCOECHEA 150,13,3958,3970,4511,ESC.PROV. J.DE SAN MARTIN,GOYCOECHEA 150,VILLA ALLENDE,Córdoba,Argentina,"GOYCOECHEA 150, VILLA ALLENDE, Córdoba, Argentina","-31,2952681","-64,297252","Av. Goycoechea 150, X5105 Villa Allende, Córdoba, Argentina",Partial Match,Google
13,RIO CUARTO,188,RIO CUARTO,ESCUELA GENERAL PAZ - MITRE 850,13,6134,6146,4511,ESCUELA GENERAL PAZ,MITRE 850,RIO CUARTO,Córdoba,Argentina,"MITRE 850, RIO CUARTO, Córdoba, Argentina","-33,1237465","-64,3529","Mitre 850, X5800 Río Cuarto, Córdoba, Argentina",Match,Google
20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,ESC EMILIO F OLMOS (IPEM N°50) - RIVADAVIA 679,13,7504,7516,4511,ESC EMILIO F OLMOS (IPEM N°50),RIVADAVIA 679,SAN FRANCISCO SECC. SUR,Córdoba,Argentina,"RIVADAVIA 679, SAN FRANCISCO SECC. SUR, Córdoba, Argentina",,,,No Match,Google
3,COLON,33,JESUS MARIA,I.P.E.T.N° 69 - JESUS MARIA,13,3627,3639,4498,I.P.E.T.N° 69,JESUS MARIA,JESUS MARIA,Córdoba,Argentina,"JESUS MARIA, JESUS MARIA, Córdoba, Argentina","-30,9763097","-64,0958128","Jesús María, Cordoba, Argentina",Match,Google
3,COLON,41A,SALDAN,ESCUELA NOGAL HISTORICO - JOSE ACCASTELLI 252,13,4038,4050,4498,ESCUELA NOGAL HISTORICO,JOSE ACCASTELLI 252,SALDAN,Córdoba,Argentina,"JOSE ACCASTELLI 252, SALDAN, Córdoba, Argentina",,,,No Match,Google
6,GRAL SAN MARTIN,89,VILLA MARIA,ESC.J.INGENIEROS - SANTA FE 1271,13,4566,4578,4498,ESC.J.INGENIEROS,SANTA FE 1271,VILLA MARIA,Córdoba,Argentina,"SANTA FE 1271, VILLA MARIA, Córdoba, Argentina","-32,4089963","-63,2425514","Sta Fe 1271, Villa María, Córdoba, Argentina",Match,Google
12,PUNILLA,148,CAPILLA DEL MONTE,IPEM N° 279 - HIPOLITO YRIGOYEN 450,13,5249,5261,4498,IPEM N° 279,HIPOLITO YRIGOYEN 450,CAPILLA DEL MONTE,Córdoba,Argentina,"HIPOLITO YRIGOYEN 450, CAPILLA DEL MONTE, Córdoba, Argentina","-30,8572239","-64,5276778","Hipólito Yrigoyen 450, X5184 Capilla del Monte, Córdoba, Argentina",Match,Google
12,PUNILLA,156,VILLA CARLOS PAZ,COLEGIO COSTA AZUL - HUARPES Y COMECHINGONES,13,5588,5600,4498,COLEGIO COSTA AZUL,HUARPES Y COMECHINGONES,VILLA CARLOS PAZ,Córdoba,Argentina,"HUARPES Y COMECHINGONES, VILLA CARLOS PAZ, Córdoba, Argentina","-31,399658","-64,465445","Huarpes, Villa Carlos Paz, Córdoba, Argentina",Match,Google
13,RIO CUARTO,165,BANDA NORTE,ESC PROVINCIA SANTA CRUZ - SANTA FE ESQ URUGUAY S/N,13,5811,5823,4498,ESC PROVINCIA SANTA CRUZ,SANTA FE ESQ URUGUAY S/N,BANDA NORTE,Córdoba,Argentina,"SANTA FE ESQ URUGUAY S/N, BANDA NORTE, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,COL SUP SAN MARTIN - PJE CHAMPAGNAT 57,13,7527,7539,4498,COL SUP SAN MARTIN,PJE CHAMPAGNAT 57,SAN FRANCISCO SECC. SUR,Córdoba,Argentina,"PJE CHAMPAGNAT 57, SAN FRANCISCO SECC. SUR, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,ESC PTE HIPOLITO IRIGOYEN - JUJUY 205,13,7639,7651,4498,ESC PTE HIPOLITO IRIGOYEN,JUJUY 205,SAN FRANCISCO SECC. NORTE,Córdoba,Argentina,"JUJUY 205, SAN FRANCISCO SECC. NORTE, Córdoba, Argentina",,,,No Match,Google
3,COLON,33,JESUS MARIA,ESC.DR. J.M.ESTRADA N° 221 - CATAMARCA Y ESTRADA,13,3640,3652,4497,ESC.DR. J.M.ESTRADA N° 221,CATAMARCA Y ESTRADA,JESUS MARIA,Córdoba,Argentina,"CATAMARCA Y ESTRADA, JESUS MARIA, Córdoba, Argentina","-30,9827614","-64,1037932","Calle José Estrada & Catamarca, Jesus María, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,14A,ARGUELLO NORTE,ESC BRIG SAN MARTIN - DOMINGO MARIMON/GABRIEL ORTEGA,13,2918,2930,4493,ESC BRIG SAN MARTIN,DOMINGO MARIMON/GABRIEL ORTEGA,Córdoba,Córdoba,Argentina,"DOMINGO MARIMON/GABRIEL ORTEGA, Córdoba, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,13N,YOFRE,ESC DR ANTONIO NORES - JULIO DE VEDIA 2353,13,2871,2883,4486,ESC DR ANTONIO NORES,JULIO DE VEDIA 2353,Córdoba,Córdoba,Argentina,"JULIO DE VEDIA 2353, Córdoba, Córdoba, Argentina","-31,3810075","-64,1378545","Julio de Vedia 2353, Córdoba, Argentina",Match,Google
13,RIO CUARTO,186,PUEBLO ALBERDI,ESC NICOLAS AVELLANEDA - VICENTE LOPEZ 538,13,6001,6013,4485,ESC NICOLAS AVELLANEDA,VICENTE LOPEZ 538,PUEBLO ALBERDI,Córdoba,Argentina,"VICENTE LOPEZ 538, PUEBLO ALBERDI, Córdoba, Argentina",,,,No Match,Google
23,TERCERO ARRIBA,348,RIO TERCERO,ESC JOSE M ZAPIOLA - CHACABUCO 649,13,8215,8227,4485,ESC JOSE M ZAPIOLA,CHACABUCO 649,RIO TERCERO,Córdoba,Argentina,"CHACABUCO 649, RIO TERCERO, Córdoba, Argentina","-32,165753","-64,1248533","Chacabuco 649, Río Tercero, Córdoba, Argentina",Match,Google
23,TERCERO ARRIBA,348,RIO TERCERO,ESCUELA N° 402 - I.LA CATOLICA 190,13,8228,8240,4485,ESCUELA N° 402,I.LA CATOLICA 190,RIO TERCERO,Córdoba,Argentina,"I.LA CATOLICA 190, RIO TERCERO, Córdoba, Argentina","-32,1703877","-64,1083859","Isabel la Católica 190, Río Tercero, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,7B,ALTA CORDOBA,INST NUESTRA MADRE DE LA MERCE - M FRAGUEIRO 2400,13,735,747,4476,INST NUESTRA MADRE DE LA MERCE,M FRAGUEIRO 2400,Córdoba,Córdoba,Argentina,"M FRAGUEIRO 2400, Córdoba, Córdoba, Argentina","-31,3875716","-64,1838189","Mariano Fragueiro 2400, X5001GCP Córdoba, Argentina",Partial Match,Google
1,CAPITAL,3,SECCIONAL TERCERA,ESC NORMAL ALEJANDRO CARBO - AV COLON 951,13,100,112,4474,ESC NORMAL ALEJANDRO CARBO,AV COLON 951,Córdoba,Córdoba,Argentina,"AV COLON 951, Córdoba, Córdoba, Argentina","-31,4099921","-64,1959734","Av. Colón 951, X5000EPJ Córdoba, Argentina",Match,Google
1,CAPITAL,3,SECCIONAL TERCERA,ESC MARIANO MORENO - SANTA ROSA ESQ SANTA FE 1299,13,113,125,4472,ESC MARIANO MORENO,SANTA ROSA ESQ SANTA FE 1299,Córdoba,Córdoba,Argentina,"SANTA ROSA ESQ SANTA FE 1299, Córdoba, Córdoba, Argentina","-31,4073917","-64,2003448","Sta Rosa & Sta Fe, Córdoba, Argentina",Partial Match,Google
21,SANTA MARIA,316,ALTA GRACIA,ESCUELA CURA ELEODORO FIERRO - RAMON J CARCANO 135,13,7767,7779,4472,ESCUELA CURA ELEODORO FIERRO,RAMON J CARCANO 135,ALTA GRACIA,Córdoba,Argentina,"RAMON J CARCANO 135, ALTA GRACIA, Córdoba, Argentina",,,,No Match,Google
23,TERCERO ARRIBA,344,OLIVA,C0LEGIO SAGRADO CORAZON - DON BOSCO S/N,13,8095,8107,4472,C0LEGIO SAGRADO CORAZON,DON BOSCO S/N,OLIVA,Córdoba,Argentina,"DON BOSCO S/N, OLIVA, Córdoba, Argentina","-32,0425599","-63,5731289","Don Bosco, Oliva, Córdoba, Argentina",Partial Match,Google
23,TERCERO ARRIBA,344,OLIVA,ESCUELA NAC.DE COMERCIO - OLIVA,13,8108,8120,4472,ESCUELA NAC.DE COMERCIO,OLIVA,OLIVA,Córdoba,Argentina,"OLIVA, OLIVA, Córdoba, Argentina","-32,0427403","-63,5670022","Oliva, Cordoba, Argentina",Match,Google
26,UNION,391,MONTE MAIZ,INSTITUTO SAGRADO CORAZON - 9 DE JULIO 2250,13,8546,8558,4467,INSTITUTO SAGRADO CORAZON,9 DE JULIO 2250,MONTE MAIZ,Córdoba,Argentina,"9 DE JULIO 2250, MONTE MAIZ, Córdoba, Argentina","-33,2047295","-62,6012868","9 de Julio, Monte Maiz, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,8B,PUEYRREDON,ESC ROBLES - PADRE LUIS MONTI 1850,13,947,959,4459,ESC ROBLES,PADRE LUIS MONTI 1850,Córdoba,Córdoba,Argentina,"PADRE LUIS MONTI 1850, Córdoba, Córdoba, Argentina","-31,3996569","-64,1641974","Padre Luis Monti 1850, X5004ENJ Córdoba, Argentina",Match,Google
1,CAPITAL,12B,COLON,ESC RUBEN DARIO - LA CORUÑA Y MONSERRAT,13,2184,2196,4459,ESC RUBEN DARIO,LA CORUÑA Y MONSERRAT,Córdoba,Córdoba,Argentina,"LA CORUÑA Y MONSERRAT, Córdoba, Córdoba, Argentina","-31,4334697","-64,1679072","Montserrat & La Coruña, Córdoba, Argentina",Partial Match,Google
4,CRUZ DEL EJE,44,CRUZ DEL EJE,ESC.PROV.D.F.SARMIENTO - IRIGOYEN 247,13,4100,4112,4459,ESC.PROV.D.F.SARMIENTO,IRIGOYEN 247,CRUZ DEL EJE,Córdoba,Argentina,"IRIGOYEN 247, CRUZ DEL EJE, Córdoba, Argentina","-30,7226247","-64,8069028","Hipólito Yrigoyen 247, X5280HKE Cruz del Eje, Córdoba, Argentina",Partial Match,Google
4,CRUZ DEL EJE,44,CRUZ DEL EJE,ESC.E. BAVIO - PELLEGRINI 180,13,4113,4125,4459,ESC.E. BAVIO,PELLEGRINI 180,CRUZ DEL EJE,Córdoba,Argentina,"PELLEGRINI 180, CRUZ DEL EJE, Córdoba, Argentina","-30,7263053","-64,8067782","Av. Pellegrini 180, Cruz del Eje, Córdoba, Argentina",Partial Match,Google
12,PUNILLA,150,COSQUIN,ESC TTE GRAL JULIO A ROCA - SAN MARTIN Y SARMIENTO S/N,13,5311,5323,4459,ESC TTE GRAL JULIO A ROCA,SAN MARTIN Y SARMIENTO S/N,COSQUIN,Córdoba,Argentina,"SAN MARTIN Y SARMIENTO S/N, COSQUIN, Córdoba, Argentina","-31,2431036","-64,4657811","Av. San Martin & Sarmiento, Cosquín, Córdoba, Argentina",Partial Match,Google
23,TERCERO ARRIBA,336,ALMAFUERTE,COL NAC JOSE M ESTRADA - URUGUAY 55,13,7979,7991,4459,COL NAC JOSE M ESTRADA,URUGUAY 55,ALMAFUERTE,Córdoba,Argentina,"URUGUAY 55, ALMAFUERTE, Córdoba, Argentina","-32,1906694","-64,2510624","Uruguay, Almafuerte, Córdoba, Argentina",Partial Match,Google
3,COLON,37,RIO CEBALLOS,IPEM N° 352 - NICANOR CEBALLOS,13,3775,3787,4446,IPEM N° 352,NICANOR CEBALLOS,RIO CEBALLOS,Córdoba,Argentina,"NICANOR CEBALLOS, RIO CEBALLOS, Córdoba, Argentina",,,,No Match,Google
3,COLON,37,RIO CEBALLOS,ESC.PROV.M.FRAGUEIRO - AVENIDA SAN MARTIN 4519,13,3788,3800,4446,ESC.PROV.M.FRAGUEIRO,AVENIDA SAN MARTIN 4519,RIO CEBALLOS,Córdoba,Argentina,"AVENIDA SAN MARTIN 4519, RIO CEBALLOS, Córdoba, Argentina","-31,1700899","-64,3173796","Av. San Martín 4519, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,13A,AYACUCHO,ESC FRANCISCO A RIZZUTO - FDO DE LESSEPS 140,13,2527,2539,4433,ESC FRANCISCO A RIZZUTO,FDO DE LESSEPS 140,Córdoba,Córdoba,Argentina,"FDO DE LESSEPS 140, Córdoba, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,9F,SAN MARTIN,ESC ANTONIO DEL VISO - SAAVEDRA 619,13,1135,1147,4420,ESC ANTONIO DEL VISO,SAAVEDRA 619,Córdoba,Córdoba,Argentina,"SAAVEDRA 619, Córdoba, Córdoba, Argentina","-31,2949633","-64,2918059","Saavedra 619, X5105EQN Villa Allende, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,13C,GENERAL BUSTOS,ESC ALEJO CARMEN GUZMAN - AUGUSTO LOPEZ 643,13,2586,2598,4417,ESC ALEJO CARMEN GUZMAN,AUGUSTO LOPEZ 643,Córdoba,Córdoba,Argentina,"AUGUSTO LOPEZ 643, Córdoba, Córdoba, Argentina","-31,3934818","-64,1729002","Augusto López 643, X5001COI Córdoba, Argentina",Match,Google
16,RIO SEGUNDO,239,ONCATIVO,ESC JOSE MARIA PAZ - ONCATIVO,13,6596,6608,4407,ESC JOSE MARIA PAZ,ONCATIVO,ONCATIVO,Córdoba,Argentina,"ONCATIVO, ONCATIVO, Córdoba, Argentina","-31,9134351","-63,6815218","Oncativo, Cordoba, Argentina",Match,Google
1,CAPITAL,8C,VILLA LOS PINOS,ESC ALMIRANTE BROWN - SAN MARTIN S/N°,13,982,994,4400,ESC ALMIRANTE BROWN,SAN MARTIN S/N°,Córdoba,Córdoba,Argentina,"SAN MARTIN S/N°, Córdoba, Córdoba, Argentina","-32,4852656","-63,297505","General San Martín Department, Cordoba, Argentina",Partial Match,Google
2,CALAMUCHITA,26,SANTA ROSA,COLEGIO NAC. DR.D.V. SARSFIELD - SANTA ROSA,13,3400,3412,4394,COLEGIO NAC. DR.D.V. SARSFIELD,SANTA ROSA,SANTA ROSA,Córdoba,Argentina,"SANTA ROSA, SANTA ROSA, Córdoba, Argentina","-32,071006","-64,5358835","Santa Rosa de Calamuchita, Cordoba, Argentina",Match,Google
1,CAPITAL,10I,PARQUE HORIZONTE,IPEM 357 (SEC ELPIDIO TORRES) - CALLE PUBLICA S/N,13,1524,1536,4381,IPEM 357 (SEC ELPIDIO TORRES),CALLE PUBLICA S/N,Córdoba,Córdoba,Argentina,"CALLE PUBLICA S/N, Córdoba, Córdoba, Argentina","-31,4621126","-64,1571841","Calle Publica, Córdoba, Argentina",Partial Match,Google
26,UNION,378,CANALS,INSTITUTO BELISARIO ROLDAN - CANALS,13,8491,8503,4355,INSTITUTO BELISARIO ROLDAN,CANALS,CANALS,Córdoba,Argentina,"CANALS, CANALS, Córdoba, Argentina","-33,5615274","-62,8856108","Canals, Córdoba, Argentina",Partial Match,Google
13,RIO CUARTO,179,LAS HIGUERAS,ESC JORGE ALEHANDRO NEWBERY - ESPAÑA 36,13,5919,5931,4329,ESC JORGE ALEHANDRO NEWBERY,ESPAÑA 36,LAS HIGUERAS,Córdoba,Argentina,"ESPAÑA 36, LAS HIGUERAS, Córdoba, Argentina","-33,0897045","-64,2879026","Calle España 36, Río Cuarto, Córdoba, Argentina",Partial Match,Google
21,SANTA MARIA,326,MALAGUEÑO,ESC PROV MANUEL BELGRANO - GRAL BUSTOS 700,13,7894,7906,4316,ESC PROV MANUEL BELGRANO,GRAL BUSTOS 700,MALAGUEÑO,Córdoba,Argentina,"GRAL BUSTOS 700, MALAGUEÑO, Córdoba, Argentina","-31,4629325","-64,3558407","Gral. Bustos, Malagueño, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,5C,EMPALME,ESC PROVINCIA DE LA RIOJA - JUNIN 3480,12,385,396,4164,ESC PROVINCIA DE LA RIOJA,JUNIN 3480,Córdoba,Córdoba,Argentina,"JUNIN 3480, Córdoba, Córdoba, Argentina","-31,4283173","-64,1402318","Junín 3480, Córdoba, Argentina",Match,Google
1,CAPITAL,11A,ALTO ALBERDI,ESC PQUIAL - SAN JOSE 252,12,1687,1698,4164,ESC PQUIAL,SAN JOSE 252,Córdoba,Córdoba,Argentina,"SAN JOSE 252, Córdoba, Córdoba, Argentina","-31,4199476","-64,189373","Blvd. San Juan 252, X5000ATP Córdoba, Argentina",Partial Match,Google
1,CAPITAL,13J,VILLA AZALAIS,ESC CURA BROCHERO - JAMAICA 967,12,2779,2790,4164,ESC CURA BROCHERO,JAMAICA 967,Córdoba,Córdoba,Argentina,"JAMAICA 967, Córdoba, Córdoba, Argentina","-31,3794029","-64,1602025","Jamaica 967, Córdoba, Argentina",Match,Google
1,CAPITAL,14M,VILLA CENTENARIO,INST   SAUL TABORDA - OB MOSCOSO Y PERALTA   A PALERMO 2772,12,3175,3186,4164,INST   SAUL TABORDA,OB MOSCOSO Y PERALTA   A PALERMO 2772,Córdoba,Córdoba,Argentina,"OB MOSCOSO Y PERALTA   A PALERMO 2772, Córdoba, Córdoba, Argentina","-31,3752711","-64,2236641","Obispo Moscoso 2772, Alto Palermo, X5009DUH Córdoba, Argentina",Match,Google
3,COLON,41,VILLA ALLENDE,COLEGIO SAN JOSE - VILLA ALLENDE,12,3971,3982,4164,COLEGIO SAN JOSE,VILLA ALLENDE,VILLA ALLENDE,Córdoba,Argentina,"VILLA ALLENDE, VILLA ALLENDE, Córdoba, Argentina","-31,3000507","-64,3002319","Villa Allende, Cordoba, Argentina",Match,Google
6,GRAL SAN MARTIN,89,VILLA MARIA,ESC.DR. J.BIANCO - BELGRANO 302,12,4404,4415,4164,ESC.DR. J.BIANCO,BELGRANO 302,VILLA MARIA,Córdoba,Argentina,"BELGRANO 302, VILLA MARIA, Córdoba, Argentina","-32,4249889","-63,2459391","Belgrano 302, Villa Nueva, Córdoba, Argentina",Match,Google
12,PUNILLA,156,VILLA CARLOS PAZ,ESC PRESIDENTE SARMIENTO - LOS GIGANTES S/N,12,5455,5466,4164,ESC PRESIDENTE SARMIENTO,LOS GIGANTES S/N,VILLA CARLOS PAZ,Córdoba,Argentina,"LOS GIGANTES S/N, VILLA CARLOS PAZ, Córdoba, Argentina","-31,4352909","-64,5074183","Los Gigantes, Villa Carlos Paz, Córdoba, Argentina",Partial Match,Google
